week_start,campus_id,channel_id,channel_name,impressions,leads,applications,kyc_started,approved_accounts,funded_accounts,activated_users,spend,support_tickets,kyc_rework_cases
2026-07-06,CMP002,search_content,Search and explainer content,1793,148,36,31,18,6,3,2696.21,3,0
2026-07-06,CMP003,campus_ambassador,Campus ambassadors,265,22,4,3,1,0,0,335.86,0,3
2026-07-06,CMP003,partner_webinar,Partner webinars,229,28,4,3,1,0,0,823.91,0,2
2026-07-06,CMP003,referral,Student referral loops,197,19,2,1,0,0,0,344.29,0,0
2026-07-06,CMP003,creator_content,Creator content,174,10,1,0,0,0,0,319.15,0,4
2026-07-06,CMP003,paid_social,Paid social,299,15,2,1,0,0,0,747.92,0,0
2026-07-06,CMP003,search_content,Search and explainer content,407,31,4,3,1,0,0,726.71,0,0
2026-07-06,CMP004,campus_ambassador,Campus ambassadors,327,26,5,3,1,0,0,590.83,3,0
2026-07-06,CMP004,partner_webinar,Partner webinars,376,43,6,4,1,0,0,1431.41,0,0
2026-07-06,CMP004,referral,Student referral loops,231,21,3,2,0,0,0,240.7,0,1
2026-07-06,CMP004,creator_content,Creator content,250,13,2,1,0,0,0,339.37,3,2
2026-07-06,CMP004,paid_social,Paid social,466,22,5,4,2,0,0,996.94,0,0
2026-07-06,CMP004,search_content,Search and explainer content,171,12,2,1,0,0,0,310.55,1,0
2026-07-06,CMP005,campus_ambassador,Campus ambassadors,456,38,7,5,2,0,0,844.83,0,1
2026-07-06,CMP005,partner_webinar,Partner webinars,578,69,17,13,5,1,0,3128.21,0,3
2026-07-06,CMP005,referral,Student referral loops,707,67,19,14,6,2,1,1507.74,0,3
2026-07-06,CMP005,creator_content,Creator content,758,44,11,9,4,1,0,1657.34,0,3
2026-07-06,CMP005,paid_social,Paid social,631,31,8,6,3,1,0,1401.54,4,0
2026-07-06,CMP005,search_content,Search and explainer content,284,21,4,3,1,0,0,473.4,1,0
2026-07-06,CMP006,campus_ambassador,Campus ambassadors,430,36,9,6,2,0,0,1049.36,0,1
2026-07-06,CMP006,partner_webinar,Partner webinars,784,95,22,17,8,4,2,2916.77,0,1
2026-07-06,CMP006,referral,Student referral loops,882,85,19,16,7,3,1,1771.25,1,0
2026-07-06,CMP006,creator_content,Creator content,770,44,7,5,2,0,0,1436.72,0,0
2026-07-06,CMP006,paid_social,Paid social,341,16,4,3,1,0,0,623.0,0,0
2026-07-06,CMP006,search_content,Search and explainer content,340,25,3,2,0,0,0,768.74,0,0
2026-07-06,CMP007,campus_ambassador,Campus ambassadors,1019,95,20,17,7,2,1,1387.18,0,0
2026-07-06,CMP007,partner_webinar,Partner webinars,1176,159,33,25,10,4,2,5033.02,3,1
2026-07-06,CMP007,referral,Student referral loops,2132,229,46,34,17,7,5,3383.98,0,2
2026-07-06,CMP007,creator_content,Creator content,661,43,8,6,2,0,0,1047.69,0,4
2026-07-06,CMP007,paid_social,Paid social,1595,87,20,17,8,3,1,2871.97,4,3
2026-07-06,CMP007,search_content,Search and explainer content,1734,147,27,21,10,4,2,2305.03,5,5
2026-07-06,CMP008,campus_ambassador,Campus ambassadors,800,70,22,18,10,5,2,1601.39,1,3
2026-07-06,CMP008,partner_webinar,Partner webinars,1772,225,72,59,29,17,11,7272.36,4,4
2026-07-06,CMP008,referral,Student referral loops,796,80,17,13,6,3,1,1688.53,0,0
2026-07-06,CMP008,creator_content,Creator content,1820,111,36,28,16,9,4,3654.66,2,1
2026-07-06,CMP008,paid_social,Paid social,1121,58,13,9,4,2,0,2345.67,0,0
2026-07-06,CMP008,search_content,Search and explainer content,1422,113,38,32,18,9,5,2962.78,0,0
2026-07-06,CMP009,campus_ambassador,Campus ambassadors,808,68,13,9,4,1,0,1345.15,0,0
2026-07-06,CMP009,partner_webinar,Partner webinars,414,50,6,4,2,0,0,1337.09,6,0
2026-07-06,CMP009,referral,Student referral loops,803,78,9,7,3,1,0,1564.28,0,0
2026-07-06,CMP009,creator_content,Creator content,571,33,4,3,1,0,0,1075.56,4,5
2026-07-06,CMP009,paid_social,Paid social,1115,55,8,6,2,0,0,2387.23,2,0
2026-07-06,CMP009,search_content,Search and explainer content,407,31,4,3,1,0,0,631.93,0,0
2026-07-06,CMP010,campus_ambassador,Campus ambassadors,533,46,11,9,4,2,1,1157.42,2,0
2026-07-06,CMP010,partner_webinar,Partner webinars,362,45,13,9,4,2,1,1410.36,0,2
2026-07-06,CMP010,referral,Student referral loops,901,90,25,20,10,5,3,1902.65,10,1
2026-07-06,CMP010,creator_content,Creator content,716,43,9,7,3,1,0,1128.87,0,0
2026-07-06,CMP010,paid_social,Paid social,856,43,8,6,3,1,0,1871.53,5,0
2026-07-06,CMP010,search_content,Search and explainer content,690,54,11,8,3,1,0,1265.27,0,3
2026-07-06,CMP011,campus_ambassador,Campus ambassadors,1450,128,30,25,13,6,3,2588.92,0,5
2026-07-06,CMP011,partner_webinar,Partner webinars,768,97,30,21,12,5,3,2800.57,4,0
2026-07-06,CMP011,referral,Student referral loops,1439,146,40,33,17,7,5,2733.64,0,0
2026-07-06,CMP011,creator_content,Creator content,620,38,10,8,4,1,0,1340.44,0,0
2026-07-06,CMP011,paid_social,Paid social,1538,79,18,14,8,3,1,3158.71,0,1
2026-07-06,CMP011,search_content,Search and explainer content,608,48,14,11,6,3,1,993.27,0,1
2026-07-06,CMP012,campus_ambassador,Campus ambassadors,876,72,18,13,8,3,2,1459.32,0,0
2026-07-06,CMP012,partner_webinar,Partner webinars,1079,127,37,32,20,7,4,3804.49,0,1
2026-07-06,CMP012,referral,Student referral loops,842,79,15,11,5,2,1,1249.54,0,4
2026-07-06,CMP012,creator_content,Creator content,678,38,10,7,4,1,0,1233.46,0,0
2026-07-06,CMP012,paid_social,Paid social,371,17,3,2,1,0,0,622.54,2,2
2026-07-06,CMP012,search_content,Search and explainer content,642,47,11,8,5,2,1,1091.58,12,1
2026-07-06,CMP013,campus_ambassador,Campus ambassadors,500,50,15,12,6,3,2,1385.7,0,0
2026-07-06,CMP013,partner_webinar,Partner webinars,862,124,32,25,13,8,4,4316.13,5,0
2026-07-06,CMP013,referral,Student referral loops,454,52,19,14,7,4,2,1083.03,0,5
2026-07-06,CMP013,creator_content,Creator content,404,28,9,7,3,1,0,831.58,3,0
2026-07-06,CMP013,paid_social,Paid social,869,51,15,12,7,3,1,3066.1,3,0
2026-07-06,CMP013,search_content,Search and explainer content,323,29,9,6,3,1,0,907.49,1,3
2026-07-06,CMP014,campus_ambassador,Campus ambassadors,1139,105,20,14,9,4,2,1844.72,3,0
2026-07-06,CMP014,partner_webinar,Partner webinars,1119,148,38,32,19,11,7,5892.64,6,2
2026-07-06,CMP014,referral,Student referral loops,1148,121,25,20,10,6,4,1991.39,7,1
2026-07-06,CMP014,creator_content,Creator content,1448,92,18,14,9,4,2,3406.91,0,0
2026-07-06,CMP014,paid_social,Paid social,2419,131,24,17,9,5,2,6333.64,1,0
2026-07-06,CMP014,search_content,Search and explainer content,1532,128,24,18,10,5,2,4088.46,0,0
2026-07-06,CMP015,campus_ambassador,Campus ambassadors,997,82,20,15,7,3,1,1277.99,0,5
2026-07-06,CMP015,partner_webinar,Partner webinars,398,47,8,6,3,1,0,1444.93,1,3
2026-07-06,CMP015,referral,Student referral loops,579,54,10,7,4,2,1,805.61,4,1
2026-07-06,CMP015,creator_content,Creator content,884,50,11,9,5,2,1,1270.3,0,2
2026-07-06,CMP015,paid_social,Paid social,556,26,4,3,1,0,0,933.4,0,0
2026-07-06,CMP015,search_content,Search and explainer content,1151,86,13,10,6,3,1,1551.78,4,2
2026-07-06,CMP016,campus_ambassador,Campus ambassadors,776,69,19,14,6,2,1,1825.85,0,0
2026-07-06,CMP016,partner_webinar,Partner webinars,428,55,12,10,4,1,0,1822.77,0,3
2026-07-06,CMP016,referral,Student referral loops,787,81,20,16,7,2,1,1559.32,2,0
2026-07-06,CMP016,creator_content,Creator content,703,43,8,6,2,0,0,1088.31,1,0
2026-07-06,CMP016,paid_social,Paid social,280,14,3,2,0,0,0,751.89,4,0
2026-07-06,CMP016,search_content,Search and explainer content,686,55,10,7,2,0,0,1702.5,2,0
2026-07-06,CMP017,campus_ambassador,Campus ambassadors,944,86,24,19,12,5,3,1982.12,0,0
2026-07-06,CMP017,partner_webinar,Partner webinars,2215,292,77,63,35,16,9,9313.14,1,1
2026-07-06,CMP017,referral,Student referral loops,1565,164,44,34,18,7,4,2452.52,0,0
2026-07-06,CMP017,creator_content,Creator content,1634,104,31,26,15,6,3,3330.09,0,1
2026-07-06,CMP017,paid_social,Paid social,1535,82,19,15,9,4,2,4558.19,1,1
2026-07-06,CMP017,search_content,Search and explainer content,1283,106,27,21,13,5,3,2739.23,0,0
2026-07-06,CMP018,campus_ambassador,Campus ambassadors,495,45,8,6,3,1,0,812.86,1,2
2026-07-06,CMP018,partner_webinar,Partner webinars,219,28,6,5,3,1,0,619.92,0,4
2026-07-06,CMP018,referral,Student referral loops,319,33,5,4,2,0,0,594.62,0,0
2026-07-06,CMP018,creator_content,Creator content,350,22,4,3,1,0,0,475.43,0,0
2026-07-06,CMP018,paid_social,Paid social,599,31,7,6,3,1,0,939.67,1,0
2026-07-06,CMP018,search_content,Search and explainer content,541,44,6,4,2,0,0,743.92,2,0
2026-07-06,CMP019,campus_ambassador,Campus ambassadors,1201,110,23,19,10,3,1,2166.49,3,0
2026-07-06,CMP019,partner_webinar,Partner webinars,2144,282,78,66,31,13,8,7926.28,3,10
2026-07-06,CMP019,referral,Student referral loops,867,91,22,18,10,3,2,1385.02,0,0
2026-07-06,CMP019,creator_content,Creator content,2083,132,23,16,10,4,2,3380.02,0,2
2026-07-06,CMP019,paid_social,Paid social,1182,63,16,11,6,2,0,1973.52,0,0
2026-07-06,CMP019,search_content,Search and explainer content,1001,83,15,12,5,2,1,1258.78,0,0
2026-07-06,CMP020,campus_ambassador,Campus ambassadors,1344,127,29,23,11,5,2,2052.77,1,3
2026-07-06,CMP020,partner_webinar,Partner webinars,722,98,26,20,11,7,4,2648.32,2,0
2026-07-06,CMP020,referral,Student referral loops,1430,155,28,23,11,5,3,2339.07,3,0
2026-07-06,CMP020,creator_content,Creator content,915,60,10,8,3,1,0,1340.44,7,0
2026-07-06,CMP020,paid_social,Paid social,1321,73,19,16,9,5,2,3005.3,0,1
2026-07-06,CMP020,search_content,Search and explainer content,622,53,15,10,4,2,1,1223.5,4,0
2026-07-06,CMP021,campus_ambassador,Campus ambassadors,1131,89,27,20,10,4,2,1473.47,0,3
2026-07-06,CMP021,partner_webinar,Partner webinars,1072,121,25,19,10,4,2,3173.49,0,8
2026-07-06,CMP021,referral,Student referral loops,838,75,21,17,9,3,2,1463.71,0,2
2026-07-06,CMP021,creator_content,Creator content,960,52,12,9,4,1,0,1432.85,3,0
2026-07-06,CMP021,paid_social,Paid social,619,28,8,5,2,0,0,1388.3,0,1
2026-07-06,CMP021,search_content,Search and explainer content,763,54,17,14,6,2,1,1084.12,0,0
2026-07-06,CMP022,campus_ambassador,Campus ambassadors,750,65,9,7,4,1,0,909.26,3,0
2026-07-06,CMP022,partner_webinar,Partner webinars,856,108,17,13,7,2,1,2597.85,0,0
2026-07-06,CMP022,referral,Student referral loops,1407,141,25,19,12,4,2,2115.81,0,0
2026-07-06,CMP022,creator_content,Creator content,1109,67,10,7,3,1,0,1150.35,0,0
2026-07-06,CMP022,paid_social,Paid social,1042,53,8,6,3,1,0,1980.0,13,2
2026-07-06,CMP022,search_content,Search and explainer content,564,44,6,4,2,0,0,679.63,1,0
2026-07-06,CMP023,campus_ambassador,Campus ambassadors,730,70,20,15,7,3,1,1149.77,0,1
2026-07-06,CMP023,partner_webinar,Partner webinars,440,61,15,11,6,2,1,1673.65,0,0
2026-07-06,CMP023,referral,Student referral loops,706,78,20,15,9,4,2,1303.09,0,0
2026-07-06,CMP023,creator_content,Creator content,676,45,14,11,5,2,0,1336.35,0,2
2026-07-06,CMP023,paid_social,Paid social,788,44,10,7,4,2,0,1847.07,1,3
2026-07-06,CMP023,search_content,Search and explainer content,564,49,13,11,6,3,1,1147.98,0,3
2026-07-06,CMP024,campus_ambassador,Campus ambassadors,1491,135,29,23,10,3,1,3151.86,0,2
2026-07-06,CMP024,partner_webinar,Partner webinars,1596,208,59,47,26,10,7,7188.74,7,4
2026-07-06,CMP024,referral,Student referral loops,2239,233,39,29,15,5,3,5142.6,0,2
2026-07-06,CMP024,creator_content,Creator content,2001,126,24,18,10,3,1,4110.26,0,0
2026-07-06,CMP024,paid_social,Paid social,778,41,8,6,3,1,0,1795.43,8,6
2026-07-06,CMP024,search_content,Search and explainer content,1976,162,40,29,16,6,3,3643.59,0,0
2026-07-06,CMP025,campus_ambassador,Campus ambassadors,1128,108,26,19,9,5,2,1971.2,5,3
2026-07-06,CMP025,partner_webinar,Partner webinars,944,130,41,31,15,8,5,3958.62,0,8
2026-07-06,CMP025,referral,Student referral loops,857,94,25,19,9,4,2,1626.25,2,8
2026-07-06,CMP025,creator_content,Creator content,616,40,13,10,5,3,1,1378.9,0,0
2026-07-06,CMP025,paid_social,Paid social,898,50,13,11,5,2,0,2459.58,0,6
2026-07-06,CMP025,search_content,Search and explainer content,792,68,16,11,5,2,1,1463.16,0,1
2026-07-06,CMP026,campus_ambassador,Campus ambassadors,1017,84,13,10,4,1,0,1989.37,0,0
2026-07-06,CMP026,partner_webinar,Partner webinars,1865,221,40,32,17,6,4,8453.65,0,5
2026-07-06,CMP026,referral,Student referral loops,1322,125,31,25,10,4,2,2668.33,0,7
2026-07-06,CMP026,creator_content,Creator content,1683,96,21,17,9,5,2,3466.74,5,0
2026-07-06,CMP026,paid_social,Paid social,1440,69,10,8,4,2,1,3669.67,3,1
2026-07-06,CMP026,search_content,Search and explainer content,1706,127,30,26,11,5,2,3150.39,2,0
2026-07-06,CMP027,campus_ambassador,Campus ambassadors,478,40,9,7,3,1,0,792.79,0,0
2026-07-06,CMP027,partner_webinar,Partner webinars,815,98,23,17,7,3,1,2963.02,0,2
2026-07-06,CMP027,referral,Student referral loops,645,62,20,15,8,3,1,878.3,2,0
2026-07-06,CMP027,creator_content,Creator content,402,23,5,4,2,0,0,513.05,0,3
2026-07-06,CMP027,paid_social,Paid social,654,32,9,7,3,1,0,976.75,0,0
2026-07-06,CMP027,search_content,Search and explainer content,968,73,19,14,6,2,1,1527.0,0,5
2026-07-06,CMP028,campus_ambassador,Campus ambassadors,517,41,13,11,6,3,1,771.27,1,0
2026-07-06,CMP028,partner_webinar,Partner webinars,586,67,24,19,12,6,4,2279.22,5,0
2026-07-06,CMP028,referral,Student referral loops,401,36,10,7,4,1,0,695.06,1,0
2026-07-06,CMP028,creator_content,Creator content,661,36,12,10,7,3,1,1144.06,0,0
2026-07-06,CMP028,paid_social,Paid social,320,14,4,3,1,0,0,768.48,0,0
2026-07-06,CMP028,search_content,Search and explainer content,273,19,5,4,2,1,0,471.53,0,0
2026-07-06,CMP029,campus_ambassador,Campus ambassadors,2379,216,75,57,32,13,8,4263.5,5,1
2026-07-06,CMP029,partner_webinar,Partner webinars,1959,257,80,69,37,14,10,9064.96,6,3
2026-07-06,CMP029,referral,Student referral loops,2395,250,91,66,35,16,10,5135.32,1,3
2026-07-06,CMP029,creator_content,Creator content,2363,149,54,41,21,9,4,3472.34,2,4
2026-07-06,CMP029,paid_social,Paid social,2358,126,38,29,14,6,2,5772.33,0,0
2026-07-06,CMP029,search_content,Search and explainer content,2429,200,76,65,40,18,9,4994.98,0,3
2026-07-06,CMP030,campus_ambassador,Campus ambassadors,428,37,6,4,2,1,0,1190.73,0,0
2026-07-06,CMP030,partner_webinar,Partner webinars,559,71,11,8,3,1,0,3642.06,2,1
2026-07-06,CMP030,referral,Student referral loops,521,52,12,9,4,2,1,1067.06,0,6
2026-07-06,CMP030,creator_content,Creator content,377,23,5,3,1,0,0,721.59,9,4
2026-07-06,CMP030,paid_social,Paid social,816,42,11,8,3,1,0,2943.76,0,0
2026-07-06,CMP030,search_content,Search and explainer content,512,41,9,6,3,1,0,1565.15,0,2
2026-07-06,CMP031,campus_ambassador,Campus ambassadors,1727,160,40,30,17,8,5,2992.17,10,0
2026-07-06,CMP031,partner_webinar,Partner webinars,701,93,28,20,10,6,4,2364.93,0,5
2026-07-06,CMP031,referral,Student referral loops,1380,146,39,33,19,10,6,2233.19,2,1
2026-07-06,CMP031,creator_content,Creator content,1300,83,23,18,9,5,2,2416.85,1,0
2026-07-06,CMP031,paid_social,Paid social,752,40,12,9,4,2,1,2029.64,1,0
2026-07-06,CMP031,search_content,Search and explainer content,470,39,9,7,3,1,0,1023.01,0,0
2026-07-06,CMP032,campus_ambassador,Campus ambassadors,2175,212,72,54,30,18,10,3346.38,2,3
2026-07-06,CMP032,partner_webinar,Partner webinars,1530,215,62,50,24,12,8,4865.67,6,2
2026-07-06,CMP032,referral,Student referral loops,1247,139,44,38,20,9,6,2214.66,11,0
2026-07-06,CMP032,creator_content,Creator content,675,45,16,11,6,3,1,1004.74,0,0
2026-07-06,CMP032,paid_social,Paid social,2274,130,35,26,15,7,3,5705.91,1,0
2026-07-06,CMP032,search_content,Search and explainer content,2200,194,62,50,24,13,6,4597.86,0,1
2026-07-13,CMP001,campus_ambassador,Campus ambassadors,727,66,12,8,4,2,1,1068.07,0,0
2026-07-13,CMP001,partner_webinar,Partner webinars,1302,172,27,21,13,6,4,5392.73,0,0
2026-07-13,CMP001,referral,Student referral loops,1582,166,30,25,13,7,4,2810.6,2,2
2026-07-13,CMP001,creator_content,Creator content,556,35,8,6,3,1,0,833.23,0,0
2026-07-13,CMP001,paid_social,Paid social,1251,67,18,14,8,3,1,2109.9,0,0
2026-07-13,CMP001,search_content,Search and explainer content,1488,123,31,25,14,7,4,2231.09,0,2
2026-07-13,CMP002,campus_ambassador,Campus ambassadors,1301,119,32,23,13,6,3,2639.84,6,0
2026-07-13,CMP002,partner_webinar,Partner webinars,1305,172,27,21,12,5,3,5002.19,0,0
2026-07-13,CMP002,referral,Student referral loops,1800,188,50,38,20,8,6,2190.22,7,0
2026-07-13,CMP002,creator_content,Creator content,1266,80,14,10,6,2,0,2120.19,0,0
2026-07-13,CMP002,paid_social,Paid social,1714,92,21,18,10,4,2,4008.14,1,2
2026-07-13,CMP002,search_content,Search and explainer content,875,72,19,13,8,3,1,1348.77,9,1
2026-07-13,CMP003,campus_ambassador,Campus ambassadors,433,37,5,4,1,0,0,818.19,4,0
2026-07-13,CMP003,partner_webinar,Partner webinars,246,30,5,3,1,0,0,782.15,5,4
2026-07-13,CMP003,referral,Student referral loops,172,17,2,1,0,0,0,290.05,2,0
2026-07-13,CMP003,creator_content,Creator content,233,13,1,0,0,0,0,341.71,0,0
2026-07-13,CMP003,paid_social,Paid social,171,8,1,0,0,0,0,267.05,1,0
2026-07-13,CMP003,search_content,Search and explainer content,265,20,2,1,0,0,0,502.19,1,0
2026-07-13,CMP004,campus_ambassador,Campus ambassadors,452,36,5,4,2,0,0,780.49,3,0
2026-07-13,CMP004,partner_webinar,Partner webinars,339,39,7,5,2,0,0,1054.16,0,1
2026-07-13,CMP004,referral,Student referral loops,339,31,5,4,1,0,0,449.71,1,0
2026-07-13,CMP004,creator_content,Creator content,540,30,4,3,1,0,0,802.65,0,3
2026-07-13,CMP004,paid_social,Paid social,510,24,3,2,1,0,0,817.64,0,3
2026-07-13,CMP004,search_content,Search and explainer content,526,38,5,3,1,0,0,790.73,7,0
2026-07-13,CMP005,campus_ambassador,Campus ambassadors,912,76,22,19,8,4,2,1696.96,2,0
2026-07-13,CMP005,partner_webinar,Partner webinars,472,56,10,7,3,1,0,1760.04,7,0
2026-07-13,CMP005,referral,Student referral loops,827,79,15,11,4,2,1,1885.79,1,3
2026-07-13,CMP005,creator_content,Creator content,1150,66,15,12,5,2,0,2586.68,0,0
2026-07-13,CMP005,paid_social,Paid social,918,45,8,5,2,0,0,1793.22,4,3
2026-07-13,CMP005,search_content,Search and explainer content,652,49,10,7,3,1,0,1064.85,4,2
2026-07-13,CMP006,campus_ambassador,Campus ambassadors,631,53,11,7,3,1,0,1207.43,4,1
2026-07-13,CMP006,partner_webinar,Partner webinars,886,107,22,18,8,3,2,3659.69,0,0
2026-07-13,CMP006,referral,Student referral loops,250,24,5,3,1,0,0,425.56,0,3
2026-07-13,CMP006,creator_content,Creator content,575,33,5,3,1,0,0,1136.46,3,0
2026-07-13,CMP006,paid_social,Paid social,382,18,3,2,0,0,0,908.34,3,0
2026-07-13,CMP006,search_content,Search and explainer content,748,57,8,6,2,0,0,1676.6,2,0
2026-07-13,CMP007,campus_ambassador,Campus ambassadors,824,77,18,14,7,3,1,1496.4,0,4
2026-07-13,CMP007,partner_webinar,Partner webinars,1382,186,35,25,11,4,2,4018.94,0,1
2026-07-13,CMP007,referral,Student referral loops,1267,136,26,22,10,4,2,2183.85,0,2
2026-07-13,CMP007,creator_content,Creator content,1929,125,19,14,5,2,1,2512.96,0,0
2026-07-13,CMP007,paid_social,Paid social,1496,82,19,16,6,2,0,3358.79,0,4
2026-07-13,CMP007,search_content,Search and explainer content,1487,126,28,22,9,3,1,2578.31,0,0
2026-07-13,CMP008,campus_ambassador,Campus ambassadors,1658,146,44,32,16,8,5,3281.68,0,4
2026-07-13,CMP008,partner_webinar,Partner webinars,1820,231,79,58,35,17,10,9965.83,6,3
2026-07-13,CMP008,referral,Student referral loops,1448,146,32,26,15,8,4,3252.32,4,1
2026-07-13,CMP008,creator_content,Creator content,912,55,12,10,6,3,1,1498.19,2,1
2026-07-13,CMP008,paid_social,Paid social,1209,62,18,15,8,4,1,2881.65,2,0
2026-07-13,CMP008,search_content,Search and explainer content,1649,131,27,21,10,6,3,3325.78,7,5
2026-07-13,CMP009,campus_ambassador,Campus ambassadors,787,66,9,7,3,1,0,1587.97,8,0
2026-07-13,CMP009,partner_webinar,Partner webinars,505,61,10,7,3,1,0,1943.09,2,1
2026-07-13,CMP009,referral,Student referral loops,1079,104,12,10,4,1,0,1731.52,0,0
2026-07-13,CMP009,creator_content,Creator content,682,40,8,6,3,1,0,1158.35,0,1
2026-07-13,CMP009,paid_social,Paid social,1028,51,8,5,2,0,0,2099.99,0,0
2026-07-13,CMP009,search_content,Search and explainer content,928,71,9,7,3,1,0,2017.55,0,0
2026-07-13,CMP010,campus_ambassador,Campus ambassadors,497,43,12,9,3,1,0,1187.78,0,2
2026-07-13,CMP010,partner_webinar,Partner webinars,560,70,20,14,6,3,2,2255.43,1,1
2026-07-13,CMP010,referral,Student referral loops,598,59,10,8,3,1,0,934.7,0,0
2026-07-13,CMP010,creator_content,Creator content,286,17,4,2,0,0,0,640.15,1,9
2026-07-13,CMP010,paid_social,Paid social,675,34,7,5,2,0,0,1624.11,0,2
2026-07-13,CMP010,search_content,Search and explainer content,526,41,8,6,2,0,0,1362.85,6,5
2026-07-13,CMP011,campus_ambassador,Campus ambassadors,740,65,26,21,11,5,2,1402.45,0,3
2026-07-13,CMP011,partner_webinar,Partner webinars,1075,137,46,38,19,7,4,4973.62,4,0
2026-07-13,CMP011,referral,Student referral loops,1626,165,46,33,21,11,8,2465.98,0,0
2026-07-13,CMP011,creator_content,Creator content,704,43,16,13,7,3,1,1534.36,2,0
2026-07-13,CMP011,paid_social,Paid social,1313,68,16,12,7,3,1,2357.8,4,3
2026-07-13,CMP011,search_content,Search and explainer content,1453,116,31,26,16,8,4,2514.89,0,4
2026-07-13,CMP012,campus_ambassador,Campus ambassadors,395,32,9,7,3,1,0,846.41,2,3
2026-07-13,CMP012,partner_webinar,Partner webinars,493,58,11,9,6,2,1,1594.23,1,2
2026-07-13,CMP012,referral,Student referral loops,667,62,17,13,9,4,2,960.27,0,0
2026-07-13,CMP012,creator_content,Creator content,440,25,7,5,3,1,0,774.06,5,0
2026-07-13,CMP012,paid_social,Paid social,448,21,5,3,1,0,0,799.35,3,1
2026-07-13,CMP012,search_content,Search and explainer content,544,40,12,10,6,3,1,794.57,4,0
2026-07-13,CMP013,campus_ambassador,Campus ambassadors,535,53,16,13,7,4,2,1219.64,4,0
2026-07-13,CMP013,partner_webinar,Partner webinars,295,42,16,11,5,3,1,1230.05,2,0
2026-07-13,CMP013,referral,Student referral loops,441,50,19,13,7,3,2,859.34,0,1
2026-07-13,CMP013,creator_content,Creator content,330,22,5,3,1,0,0,810.89,0,0
2026-07-13,CMP013,paid_social,Paid social,1020,59,17,14,7,4,1,2897.51,6,0
2026-07-13,CMP013,search_content,Search and explainer content,548,49,14,11,5,2,1,1481.73,0,0
2026-07-13,CMP014,campus_ambassador,Campus ambassadors,2224,205,40,33,17,10,6,3992.83,0,2
2026-07-13,CMP014,partner_webinar,Partner webinars,2176,289,94,80,44,22,14,10640.7,8,6
2026-07-13,CMP014,referral,Student referral loops,1309,138,40,29,19,10,7,3062.69,1,3
2026-07-13,CMP014,creator_content,Creator content,2228,142,34,27,16,10,5,4023.21,5,3
2026-07-13,CMP014,paid_social,Paid social,1373,74,18,13,8,5,2,4181.38,0,0
2026-07-13,CMP014,search_content,Search and explainer content,1592,133,42,35,22,11,5,4168.69,0,0
2026-07-13,CMP015,campus_ambassador,Campus ambassadors,398,32,7,5,3,1,0,497.96,0,0
2026-07-13,CMP015,partner_webinar,Partner webinars,1087,129,24,17,8,3,2,3513.34,4,1
2026-07-13,CMP015,referral,Student referral loops,572,54,8,5,2,1,0,807.26,0,0
2026-07-13,CMP015,creator_content,Creator content,819,46,7,5,2,0,0,1207.67,0,0
2026-07-13,CMP015,paid_social,Paid social,720,34,6,5,2,1,0,1041.76,0,0
2026-07-13,CMP015,search_content,Search and explainer content,988,74,12,9,4,1,0,1822.15,3,0
2026-07-13,CMP016,campus_ambassador,Campus ambassadors,495,44,7,5,2,0,0,863.45,1,5
2026-07-13,CMP016,partner_webinar,Partner webinars,748,96,19,15,5,2,1,3460.78,1,6
2026-07-13,CMP016,referral,Student referral loops,762,78,14,11,5,2,1,1764.34,0,3
2026-07-13,CMP016,creator_content,Creator content,828,51,12,8,4,1,0,1469.4,0,0
2026-07-13,CMP016,paid_social,Paid social,627,33,9,7,2,0,0,1591.13,0,1
2026-07-13,CMP016,search_content,Search and explainer content,498,40,8,6,2,0,0,1054.59,4,0
2026-07-13,CMP017,campus_ambassador,Campus ambassadors,1683,154,48,35,20,9,6,2935.32,1,0
2026-07-13,CMP017,partner_webinar,Partner webinars,1326,175,57,47,30,12,7,6368.11,0,0
2026-07-13,CMP017,referral,Student referral loops,1485,156,52,39,20,8,5,3188.93,0,0
2026-07-13,CMP017,creator_content,Creator content,2051,130,41,35,23,11,5,3690.21,15,0
2026-07-13,CMP017,paid_social,Paid social,1918,103,20,15,8,3,1,5144.31,6,0
2026-07-13,CMP017,search_content,Search and explainer content,1124,93,20,16,10,4,2,1837.26,2,3
2026-07-13,CMP018,campus_ambassador,Campus ambassadors,510,46,9,7,3,1,0,963.73,4,6
2026-07-13,CMP018,partner_webinar,Partner webinars,377,49,8,6,3,1,0,1364.94,1,1
2026-07-13,CMP018,referral,Student referral loops,403,42,8,6,3,1,0,689.16,3,1
2026-07-13,CMP018,creator_content,Creator content,433,27,4,3,2,0,0,654.84,7,4
2026-07-13,CMP018,paid_social,Paid social,291,15,2,1,0,0,0,570.82,7,1
2026-07-13,CMP018,search_content,Search and explainer content,332,27,6,4,2,0,0,632.36,0,1
2026-07-13,CMP019,campus_ambassador,Campus ambassadors,1022,93,21,18,9,3,1,1875.63,3,4
2026-07-13,CMP019,partner_webinar,Partner webinars,2225,293,74,60,37,13,9,6333.24,8,0
2026-07-13,CMP019,referral,Student referral loops,1834,192,42,32,17,5,3,2845.9,0,0
2026-07-13,CMP019,creator_content,Creator content,1232,78,19,13,7,2,0,1631.29,2,0
2026-07-13,CMP019,paid_social,Paid social,1112,59,13,11,6,2,0,2310.33,0,0
